A0A024QZ18	uc004dmu.4 human
Q53XJ5	uc001nyy.4 human
Q53XK0	uc003unf.2 human
Q53XL1	uc001tda.4 human
Q53XL8	uc001xyf.4 human
Q53XM5	uc003zwb.1 human
Q53XM7	uc002xza.4 human
Q53XN1	uc001nye.3 human
Q53XR2	uc003gdi.2 human
Q53XR6	uc002lcy.5 human
Q53XS2	uc003kdc.5 human
Q53XS4	uc001qsa.1 human
Q53XS6	uc003fxl.5 human
Q53XX5	uc002lrr.5 human
Q53XY6	uc001xqz.4 human
Q53XY9	uc001rim.4 human
Q53XZ3	uc001nwi.4 human
Q53Y01	uc003und.4 human
Q53Y03	uc002fjd.4 human
Q53Y06	uc002zmr.3 human
Q53Y25	uc003tkl.3 human
Q53Y30	uc002yfc.2 human
Q53Y49	uc001qlf.4 human
Q53Y51	uc002zyz.5 human
Q53Y73	uc003uon.4 human
Q53Y83	uc004ehl.2 human
Q53Y97	uc010dka.2 human
Q53YC7	uc001gcs.4 human
Q53YD1	uc001soi.4 human
Q53YD7	uc001ntm.2 human
Q53YD8	uc001och.5 human
Q53YE2	uc001nog.4 human
Q53YE7	uc004dfy.5 human
Q53YK7	uc002wkx.4 human
Q53YM3	uc002rbe.4 human
Q53YP1	uc011hpd.3 human
Q53YY0	uc003ewi.3 human
Q53Z07	uc003gub.4 human
Q53Z40	uc021yro.2 human
Q53Z42	uc011fur.2 human
Q53ZD3	uc003esw.3 human
Q53ZR1	uc003kus.4 human
Q53ZX0	uc001qwk.3 human
Q53ZZ1	uc001gis.4 human
Q541P7	uc003uwn.2 human
Q541S4	uc004ers.4 human
Q546G0	uc002pwa.3 human
Q546G3	uc021uyi.2 human
Q546S1	uc003ldb.2 human
Q547U9	uc002czo.5 human
Q548C2	uc004aoa.1 human
Q548C9	uc004ert.4 human
Q549M9	uc004cxi.5 human
Q549U1	uc003swi.5 human
Q54A51	uc002lpa.5 human
Q54A98	uc001uyt.3 human
Q562E7	uc002fth.3 human
Q562F6	uc002uvv.5 human
Q562R1	uc003jrm.3 human
Q567U6	uc002tlj.4 human
Q567V2	uc002nid.4 human
Q569G3	uc003mcw.4 human
Q569H4	uc003ksp.4 human
Q569H8	uc001nzq.3 human
Q569K4	uc002unj.4 human
Q569K6	uc011aku.3 human
Q56A73	uc004dvf.3 human
Q56NI9	uc003xgg.4 human
Q56P03	uc001wsd.2 human
Q56P42	uc011bso.2 human
Q56UN5	uc002tue.2 human
Q56VL3	uc003gyt.5 human
Q573B4	uc057ejm.1 human
Q57Z89	uc061mtb.1 human
Q580Q6	uc061jit.1 human
Q587I9	uc002tpf.4 human
Q587J7	uc002ntq.3 human
Q587J8	uc003pgt.5 human
Q58A45	uc001urz.4 human
Q58DX5	uc003fit.4 human
Q58EX2	uc010dfm.4 human
Q58EX7	uc002eso.5 human
Q58F21	uc001dol.5 human
Q58HT5	uc004dxy.4 human
Q58WW2	uc001gev.5 human
Q59EK9	uc002igi.4 human
Q59FK5	uc061alg.1 human
Q59FP8	uc059ldr.1 human
Q59FY4	uc060eje.1 human
Q59G71	uc061sgx.1 human
Q59GD8	uc062ksr.1 human
Q59H18	uc001dgf.3 human
Q5BIV9	uc001lnf.5 human
Q5BIX2	uc032hdb.2 human
Q5BJD5	uc001mhm.5 human
Q5BJE1	uc002kxn.3 human
Q5BJF2	uc002hat.3 human
Q5BJF6	uc004bva.4 human
Q5BJH1	uc057twu.1 human
Q5BJH2	uc003ghq.2 human
Q5BJH6	uc002eou.4 human
Q5BJH7	uc002ohw.3 human
Q5BKT4	uc001rlm.4 human
Q5BKU9	uc002kba.3 human
Q5BKV1	uc003api.1 human
Q5BKX5	uc002oou.1 human
Q5BKX6	uc003ywc.3 human
Q5BKX8	uc004bba.5 human
Q5BKY1	uc001svc.4 human
Q5BKY9	uc003umb.5 human
Q5BKZ1	uc001dnp.5 human
Q5BLP8	uc003gep.4 human
Q5BN46	uc004cfs.2 human
Q5BQ95	uc002pvl.4 human
Q5BQ97	uc002pvo.4 human
Q5BQ99	uc002pvq.4 human
Q5BQA0	uc061bup.1 human
Q5BVD1	uc003dyq.5 human
Q5C9Z4	uc003wmy.3 human
Q5CAJ2	uc057vuu.1 human
Q5CZA5	uc010ygt.3 human
Q5CZB7	uc061uhn.1 human
Q5CZC0	uc061qle.1 human
Q5D0E6	uc003cvk.4 human
Q5D0K5	uc059eub.1 human
Q5D1E8	uc001cbb.5 human
Q5D1J4	uc003vlf.4 human
Q5D862	uc001ezw.5 human
Q5DID0	uc002zad.2 human
Q5DNC5	uc058csd.1 human
Q5DR82	uc001qis.2 human
Q5DSZ5	uc002vus.4 human
Q5DSZ8	uc002vuv.5 human
Q5DSZ9	uc002vuw.4 human
Q5DT01	uc002vuy.4 human
Q5DT03	uc002vvb.4 human
Q5DT21	uc003lpe.1 human
Q5DX21	uc003ebw.5 human
Q5EB52	uc003vqc.4 human
Q5EBL2	uc002qld.3 human
Q5EBL4	uc001ufe.3 human
Q5EBL8	uc004dyd.2 human
Q5EBM0	uc002qyo.5 human
Q5EBN2	uc003iqw.4 human
Q5EE01	uc003qao.5 human
Q5EG05	uc001pio.2 human
Q5EP54	uc011hgd.3 human
Q5F1R6	uc003jjb.3 human
Q5F2F8	uc057ubc.1 human
Q5F2G0	uc057ubb.1 human
Q5FBB7	uc003cbr.4 human
Q5FBW6	uc058psl.1 human
Q5FBX5	uc022awj.2 human
Q5FBY3	uc064nwb.1 human
Q5FBY6	uc064nwc.1 human
Q5FBZ0	uc058gyf.1 human
Q5FBZ4	uc061qpr.1 human
Q5FBZ7	uc061qpz.1 human
Q5FBZ9	uc010fry.2 human
Q5FC01	uc003kxl.3 human
Q5FC02	uc063dsf.1 human
Q5FC05	uc003jqp.4 human
Q5FC07	uc063dsi.1 human
Q5FC08	uc059sjo.1 human
Q5FC10	uc064ztn.1 human
Q5FVE4	uc002mee.3 human
Q5FWE3	uc003bul.2 human
Q5FWF4	uc002tul.5 human
Q5FWF5	uc002kth.2 human
Q5FWF6	uc003uqp.4 human
Q5FWF7	uc002seo.5 human
Q5FYA8	uc011mhj.3 human
Q5FYB0	uc003ibq.2 human
Q5FYB1	uc003lrv.3 human
Q5GAN6	uc001vxp.2 human
Q5GFL6	uc001lbl.3 human
Q5GGW2	uc064aos.1 human
Q5GH70	uc003xyq.3 human
Q5GH72	uc002wxe.4 human
Q5GH73	uc003wtk.3 human
Q5GH76	uc003xsf.4 human
Q5GH77	uc002zlv.4 human
Q5GJ75	uc001zyy.5 human
Q5GLZ8	uc001jng.5 human
Q5H8A3	uc002tan.1 human
Q5H8A4	uc003gaj.6 human
Q5H8C1	uc003zll.4 human
Q5H8X8	uc057bxy.1 human
Q5H8Y1	uc063qym.1 human
Q5H8Y5	uc061xdr.1 human
Q5H907	uc004dtm.3 human
Q5H909	uc064zmp.1 human
Q5H913	uc010nng.4 human
Q5H916	uc065bia.1 human
Q5H918	uc065bhx.1 human
Q5H919	uc065bhy.1 human
Q5H928	uc064zkz.1 human
Q5H936	uc061xfe.1 human
Q5H937	uc061xfg.1 human
Q5H943	uc004eqj.3 human
Q5H963	uc064zlo.1 human
Q5H966	uc064yew.1 human
Q5H9A7	uc064yvv.1 human
Q5H9B4	uc064yvw.1 human
Q5H9B5	uc064yvu.1 human
Q5H9D4	uc065afx.1 human
Q5H9D7	uc065ain.1 human
Q5H9D8	uc065ail.1 human
Q5H9E0	uc065aij.1 human
Q5H9E1	uc065aii.1 human
Q5H9E4	uc022cbz.2 human
Q5H9F3	uc022cdu.1 human
Q5H9I0	uc004exb.1 human
Q5H9J7	uc004eir.4 human
Q5H9J9	uc004ejd.1 human
Q5H9K5	uc011mrl.3 human
Q5H9L1	uc065aks.1 human
Q5H9L2	uc004ejz.3 human
Q5H9L4	uc004eha.4 human
Q5H9M0	uc004emf.2 human
Q5H9P2	uc060gby.1 human
Q5H9R4	uc065ahn.1 human
Q5H9R7	uc001onu.4 human
Q5H9S7	uc002ugx.3 human
Q5H9T9	uc001wvn.4 human
Q5H9U9	uc003irq.5 human
Q5HY40	uc065cdr.1 human
Q5HY54	uc065cce.1 human
Q5HY57	uc065ccp.1 human
Q5HY62	uc065boc.1 human
Q5HY64	uc004ddl.3 human
Q5HY75	uc065cgl.1 human
Q5HY78	uc065cgf.1 human
Q5HY81	uc065cfz.1 human
Q5HY92	uc002uck.2 human
Q5HY98	uc002pyr.2 human
Q5HYA6	uc061jun.1 human
Q5HYA8	uc003yga.5 human
Q5HYC2	uc003zjq.5 human
Q5HYF5	uc062yus.1 human
Q5HYF7	uc059pfr.1 human
Q5HYI5	uc058zcf.1 human
Q5HYI7	uc003kge.5 human
Q5HYI8	uc003edx.3 human
Q5HYJ1	uc003hcv.4 human
Q5HYJ3	uc001pfn.3 human
Q5HYK3	uc001tyn.4 human
Q5HYK7	uc003imc.3 human
Q5HYK9	uc002qnd.4 human
Q5HYL7	uc011jyg.3 human
Q5HYM0	uc010nko.3 human
Q5HYN5	uc033ewc.1 human
Q5HYR2	uc004ebb.3 human
Q5HYT5	uc063ncd.1 human
Q5HYW2	uc004eak.1 human
Q5HYW3	uc004eaj.3 human
Q5HYY5	uc064ueb.1 human
Q5I0G2	uc003ndo.4 human
Q5I0G3	uc002vbs.5 human
Q5I0X4	uc003osw.3 human
Q5I0X7	uc002rdg.4 human
Q5I0Y5	uc064cha.1 human
Q5I7T1	uc001rln.5 human
Q5IJ48	uc004bnw.3 human
Q5J1K9	uc062xkz.1 human
Q5J5C9	uc002wvv.3 human
Q5J7U2	uc003kdk.3 human
Q5J8M3	uc001zhq.5 human
Q5J8M5	uc060uav.1 human
Q5J8X5	uc001nps.4 human
Q5J9B1	uc059lkn.1 human
Q5JAM2	uc003dcy.3 human
Q5JNW1	uc063nrw.1 human
Q5JNW7	uc063nsa.1 human
Q5JNZ3	uc003nlu.3 human
Q5JNZ6	uc064ydz.1 human
Q5JP01	uc064yeg.1 human
Q5JP02	uc064yef.1 human
Q5JP22	uc063npg.1 human
Q5JP53	uc063mug.1 human
Q5JP69	uc003nyf.5 human
Q5JPA5	uc064vom.1 human
Q5JPB2	uc002yan.4 human
Q5JPC9	uc062man.1 human
Q5JPE7	uc032dtj.2 human
Q5JPF3	uc061ltz.1 human
Q5JPH6	uc002dlt.5 human
Q5JPI3	uc003dqw.4 human
Q5JPI9	uc001lhy.2 human
Q5JPR8	uc064zma.1 human
Q5JPT1	uc064ygv.1 human
Q5JPT2	uc064ygr.1 human
Q5JPT3	uc064ygw.1 human
Q5JPT9	uc064ygi.1 human
Q5JPU0	uc064ygj.1 human
Q5JPU1	uc064ygf.1 human
Q5JPU2	uc064ygg.1 human
Q5JPU3	uc064ygm.1 human
Q5JQ13	uc057ueu.1 human
Q5JQ33	uc057sam.1 human
Q5JQ63	uc064ywv.1 human
Q5JQC4	uc004eta.4 human
Q5JQC9	uc004dou.2 human
Q5JQF3	uc065aeq.1 human
Q5JQF7	uc063tqn.1 human
Q5JQF8	uc004ebf.4 human
Q5JQN9	uc057vnk.1 human
Q5JQP0	uc057vno.1 human
Q5JQP1	uc057vnm.1 human
Q5JQP2	uc057vng.1 human
Q5JQP3	uc057vni.1 human
Q5JQP4	uc001kth.2 human
Q5JQP7	uc057vnl.1 human
Q5JQP8	uc001ktl.4 human
Q5JQQ2	uc057vnr.1 human
Q5JQQ4	uc057vnp.1 human
Q5JQS5	uc010pyx.2 human
Q5JQS6	uc001ida.6 human
Q5JQZ9	uc063qpo.1 human
Q5JR01	uc063poy.1 human
Q5JR04	uc001ecm.5 human
Q5JR05	uc057jma.1 human
Q5JR06	uc057jmo.1 human
Q5JR07	uc057jmg.1 human
Q5JR08	uc057jme.1 human
Q5JR12	uc001ecs.2 human
Q5JR49	uc058wcy.1 human
Q5JR59	uc001usm.5 human
Q5JR82	uc057kta.1 human
Q5JR89	uc057fvt.1 human
Q5JR91	uc057fvr.1 human
Q5JR94	uc001cmi.4 human
Q5JR95	uc057fwa.1 human
Q5JR98	uc057fwn.1 human
Q5JRA6	uc001hnl.4 human
Q5JRA7	uc057ppt.1 human
Q5JRC6	uc004exi.4 human
Q5JRC9	uc004ddg.4 human
Q5JRD6	uc063qkb.1 human
Q5JRF7	uc063lpo.1 human
Q5JRG1	uc058vyx.1 human
Q5JRH0	uc063scy.1 human
Q5JRI1	uc057die.1 human
Q5JRI7	uc061yqy.1 human
Q5JRI8	uc061yqz.1 human
Q5JRJ0	uc065apc.1 human
Q5JRJ2	uc004enf.4 human
Q5JRK0	uc063oib.1 human
Q5JRK9	uc004due.5 human
Q5JRL0	uc064znw.1 human
Q5JRM2	uc004fbb.4 human
Q5JRM6	uc004eiz.5 human
Q5JRP2	uc057wtm.1 human
Q5JRQ0	uc063pwy.1 human
Q5JRR6	uc004dhm.4 human
Q5JRR9	uc064ytx.1 human
Q5JRS0	uc064ytz.1 human
Q5JRS1	uc064yty.1 human
Q5JRS2	uc064yub.1 human
Q5JRS3	uc064yua.1 human
Q5JRS4	uc010piu.2 human
Q5JRU2	uc057cnr.1 human
Q5JRU4	uc057cnm.1 human
Q5JRU8	uc057cns.1 human
Q5JRV4	uc063qop.1 human
Q5JRV8	uc004eso.5 human
Q5JRX3	uc001igt.3 human
Q5JRY3	uc057wbh.1 human
Q5JRY4	uc057wbf.1 human
Q5JRY5	uc057wbg.1 human
Q5JS13	uc004bqo.3 human
Q5JS19	uc064vud.1 human
Q5JS36	uc058wnv.1 human
Q5JS37	uc001uxc.5 human
Q5JS54	uc003mvl.2 human
Q5JS72	uc064yqq.1 human
Q5JS74	uc064yqv.1 human
Q5JS79	uc064yqr.1 human
Q5JS89	uc058wfq.1 human
Q5JS98	uc004bqe.4 human
Q5JSB5	uc058yob.1 human
Q5JSB6	uc058yoc.1 human
Q5JSC0	uc058xvc.1 human
Q5JSC4	uc063prl.1 human
Q5JSC9	uc057ufw.1 human
Q5JSD1	uc057ugi.1 human
Q5JSD2	uc057ugb.1 human
Q5JSD8	uc057shk.1 human
Q5JSG7	uc064tue.1 human
Q5JSH3	uc004eqn.4 human
Q5JSJ4	uc004eyw.5 human
Q5JSK4	uc065aoe.1 human
Q5JSK6	uc065ada.1 human
Q5JSK7	uc065ade.1 human
Q5JSK8	uc065add.1 human
Q5JSK9	uc065acz.1 human
Q5JSL0	uc065adb.1 human
Q5JSL3	uc004eqp.3 human
Q5JSN5	uc065aot.1 human
Q5JSP0	uc004asw.3 human
Q5JSQ8	uc003pgm.5 human
Q5JSS2	uc057ryp.1 human
Q5JSS6	uc009xjk.1 human
Q5JST6	uc004dgb.5 human
Q5JSU3	uc063qnj.1 human
Q5JSY7	uc064twm.1 human
Q5JSY8	uc064twj.1 human
Q5JSZ1	uc064twd.1 human
Q5JSZ2	uc064twe.1 human
Q5JSZ5	uc004cam.2 human
Q5JSZ6	uc064wqu.1 human
Q5JSZ9	uc064wqo.1 human
Q5JT00	uc064wqn.1 human
Q5JT02	uc064wrc.1 human
Q5JT03	uc064wqt.1 human
Q5JT04	uc064wqv.1 human
Q5JT05	uc064wqy.1 human
Q5JT07	uc064wqw.1 human
Q5JT25	uc010nkv.3 human
Q5JT35	uc057seb.1 human
Q5JT44	uc063saq.1 human
Q5JT45	uc063sap.1 human
Q5JT49	uc063sar.1 human
Q5JT55	uc057jus.1 human
Q5JT61	uc064vts.1 human
Q5JT78	uc057jso.1 human
Q5JT82	uc001clp.4 human
Q5JT88	uc063sbp.1 human
Q5JTA5	uc001hgv.2 human
Q5JTB4	uc057umr.1 human
Q5JTB5	uc057ums.1 human
Q5JTB6	uc001kbp.2 human
Q5JTC6	uc004dvo.3 human
Q5JTD0	uc003ovc.3 human
Q5JTD7	uc003ovk.3 human
Q5JTF2	uc063oto.1 human
Q5JTH9	uc001knf.4 human
Q5JTJ3	uc001hwc.4 human
Q5JTM7	uc064vqj.1 human
Q5JTN6	uc004box.5 human
Q5JTQ6	uc064uzg.1 human
Q5JTQ9	uc064uze.1 human
Q5JTR9	uc057sqa.1 human
Q5JTU8	uc064vip.1 human
Q5JTV1	uc061yns.1 human
Q5JTV8	uc001gnp.3 human
Q5JTW2	uc004akx.3 human
Q5JTW6	uc058yaj.1 human
Q5JTY2	uc064tgm.1 human
Q5JTY5	uc004agi.6 human
Q5JTY7	uc064tod.1 human
Q5JTZ5	uc011lwk.3 human
Q5JTZ9	uc010jza.2 human
Q5JU00	uc003oxi.3 human
Q5JU01	uc063owe.1 human
Q5JU07	uc064uor.1 human
Q5JU20	uc064vxv.1 human
Q5JU21	uc064vxw.1 human
Q5JU23	uc064vxo.1 human
Q5JU32	uc064vxh.1 human
Q5JU47	uc058xmc.1 human
Q5JU67	uc004brn.2 human
Q5JU69	uc004brs.5 human
Q5JU85	uc004dsc.4 human
Q5JU97	uc064vtm.1 human
Q5JUA9	uc061vck.1 human
Q5JUB0	uc061vcl.1 human
Q5JUB8	uc064tuo.1 human
Q5JUB9	uc064tuv.1 human
Q5JUD3	uc058xyo.1 human
Q5JUD8	uc058xyp.1 human
Q5JUE9	uc064wrq.1 human
Q5JUH4	uc058xza.1 human
Q5JUH9	uc058xze.1 human
Q5JUK2	uc004cgl.4 human
Q5JUK3	uc011mdq.3 human
Q5JUK9	uc022bxs.4 human
Q5JUL1	uc064zob.1 human
Q5JUP1	uc064wos.1 human
Q5JUP3	uc064woq.1 human
Q5JUQ0	uc004cak.4 human
Q5JUQ1	uc064wqk.1 human
Q5JUQ2	uc004caj.4 human
Q5JUR7	uc001vpn.5 human
Q5JUS0	uc058yci.1 human
Q5JUU7	uc057sdo.1 human
Q5JUU8	uc057sdn.1 human
Q5JUV3	uc057vse.1 human
Q5JUV4	uc057vsc.1 human
Q5JUV6	uc057vsa.1 human
Q5JUW0	uc004dgm.5 human
Q5JUW8	uc064zss.1 human
Q5JUX0	uc004dux.2 human
Q5JUY5	uc001civ.4 human
Q5JV08	uc064sre.1 human
Q5JV20	uc063shs.1 human
Q5JV61	uc064tyw.1 human
Q5JV73	uc033eqj.1 human
Q5JV82	uc003pqf.4 human
Q5JV98	uc058xxz.1 human
Q5JV99	uc058xya.1 human
Q5JVA3	uc057rmd.1 human
Q5JVB9	uc058yaa.1 human
Q5JVC0	uc058xzz.1 human
Q5JVC1	uc058xzy.1 human
Q5JVC2	uc058xzx.1 human
Q5JVD1	uc004bla.2 human
Q5JVD3	uc064vkj.1 human
Q5JVD5	uc064vkq.1 human
Q5JVD6	uc064vko.1 human
Q5JVE7	uc001vsx.4 human
Q5JVE8	uc001vsy.4 human
Q5JVF3	uc058ylr.1 human
Q5JVG2	uc004asu.3 human
Q5JVG8	uc002noh.4 human
Q5JVH2	uc058yar.1 human
Q5JVL4	uc003pap.5 human
Q5JVM0	uc063prk.1 human
Q5JVM6	uc063snj.1 human
Q5JVN7	uc057jsp.1 human
Q5JVP2	uc064vbc.1 human
Q5JVS0	uc010msg.5 human
Q5JVS8	uc057sbg.1 human
Q5JVU1	uc063pkb.1 human
Q5JVV3	uc057wcv.1 human
Q5JVX6	uc057hjh.1 human
Q5JVX7	uc057hjb.1 human
Q5JVY0	uc064vhp.1 human
Q5JVZ4	uc061xmn.1 human
Q5JVZ5	uc061xmh.1 human
Q5JVZ8	uc061xmj.1 human
Q5JW01	uc061xmg.1 human
Q5JW03	uc061xmb.1 human
Q5JW04	uc061xma.1 human
Q5JW28	uc061xpp.1 human
Q5JW30	uc061xpn.1 human
Q5JW45	uc061wkw.1 human
Q5JW46	uc061wkv.1 human
Q5JW47	uc061wks.1 human
Q5JW48	uc061wku.1 human
Q5JW49	uc061wkt.1 human
Q5JW53	uc061wuj.1 human
Q5JW54	uc061wue.1 human
Q5JW57	uc061wui.1 human
Q5JW71	uc057eqq.1 human
Q5JW84	uc063pau.1 human
Q5JW85	uc063pat.1 human
Q5JW88	uc063paz.1 human
Q5JW98	uc003pwz.5 human
Q5JWB9	uc061vfo.1 human
Q5JWD1	uc061ycz.1 human
Q5JWE9	uc061ycb.1 human
Q5JWF2	uc002xzw.4 human
Q5JWF8	uc002wzt.3 human
Q5JWG0	uc061vcq.1 human
Q5JWG2	uc061vct.1 human
Q5JWG3	uc061vcs.1 human
Q5JWM4	uc061vlj.1 human
Q5JWQ2	uc057src.1 human
Q5JWQ4	uc001ixc.1 human
Q5JWQ6	uc001iww.5 human
Q5JWR1	uc061uwc.1 human
Q5JWR5	uc003pjs.2 human
Q5JWS5	uc021wcn.2 human
Q5JWS6	uc061wml.1 human
Q5JWS8	uc061wem.1 human
Q5JWT2	uc063rju.1 human
Q5JWU1	uc061wjd.1 human
Q5JWV1	uc061yqi.1 human
Q5JWV3	uc061yqp.1 human
Q5JWV4	uc061vhf.1 human
Q5JWX6	uc062pxp.1 human
Q5JWZ0	uc061wrj.1 human
Q5JX01	uc065agg.1 human
Q5JX02	uc065agh.1 human
Q5JX44	uc061wol.1 human
Q5JX45	uc061woi.1 human
Q5JX49	uc061wnx.1 human
Q5JX52	uc061woj.1 human
Q5JX53	uc061woy.1 human
Q5JX54	uc061wou.1 human
Q5JX55	uc061wot.1 human
Q5JX56	uc061wor.1 human
Q5JX57	uc061wos.1 human
Q5JX58	uc061woq.1 human
Q5JX59	uc061wop.1 human
Q5JX60	uc061won.1 human
Q5JX61	uc061wom.1 human
Q5JX62	uc061wpa.1 human
Q5JX65	uc061wjm.1 human
Q5JX66	uc061wjn.1 human
Q5JX69	uc002xxz.5 human
Q5JX71	uc002xxx.4 human
Q5JX74	uc061ved.1 human
Q5JX83	uc061vdu.1 human
Q5JX98	uc065auj.1 human
Q5JXA9	uc002wfg.3 human
Q5JXB7	uc057cin.1 human
Q5JXB8	uc057cil.1 human
Q5JXC2	uc001ato.3 human
Q5JXC5	uc057civ.1 human
Q5JXC6	uc061ykr.1 human
Q5JXD3	uc064yvb.1 human
Q5JXG1	uc061vvg.1 human
Q5JXH7	uc065bhd.1 human
Q5JXH8	uc065bgt.1 human
Q5JXH9	uc065bgu.1 human
Q5JXI0	uc065bhf.1 human
Q5JXI2	uc065bhi.1 human
Q5JXI3	uc065bgy.1 human
Q5JXI8	uc065bhl.1 human
Q5JXJ0	uc061ygx.1 human
Q5JXL1	uc061wrl.1 human
Q5JXL4	uc061xtd.1 human
Q5JXL7	uc064cuf.1 human
Q5JXM2	uc010kdu.2 human
Q5JXR5	uc061xqa.1 human
Q5JXR6	uc061xpx.1 human
Q5JXR7	uc061xqb.1 human
Q5JXT2	uc061vas.1 human
Q5JXV9	uc061vpu.1 human
Q5JXW0	uc061vpq.1 human
Q5JXW1	uc061vpp.1 human
Q5JXX1	uc065alv.1 human
Q5JXX2	uc065alu.1 human
Q5JXX5	uc011mse.3 human
Q5JXX6	uc065alx.1 human
Q5JXX7	uc004elh.4 human
Q5JY01	uc063rea.1 human
Q5JY02	uc063reb.1 human
Q5JY17	uc061xln.1 human
Q5JY65	uc002wrt.3 human
Q5JY77	uc004eji.5 human
Q5JY83	uc065bco.1 human
Q5JY88	uc065bce.1 human
Q5JY90	uc010nnn.2 human
Q5JY94	uc057mgx.1 human
Q5JYA3	uc063sgo.1 human
Q5JYA8	uc063sgn.1 human
Q5JYB6	uc002wxv.5 human
Q5JYC0	uc002wxw.2 human
Q5JYC2	uc061wew.1 human
Q5JYC3	uc061uvp.1 human
Q5JYD4	uc061xeg.1 human
Q5JYE8	uc065bbj.1 human
Q5JYG3	uc057dts.1 human
Q5JYG4	uc057dtu.1 human
Q5JYG5	uc057dtx.1 human
Q5JYJ5	uc065bji.1 human
Q5JYL1	uc057buh.1 human
Q5JYQ9	uc061wuz.1 human
Q5JYR0	uc061wuy.1 human
Q5JYR3	uc061wvd.1 human
Q5JYR4	uc061wva.1 human
Q5JYR7	uc061wvb.1 human
Q5JYR8	uc061wdk.1 human
Q5JYT7	uc002xhy.2 human
Q5JYT8	uc061wxi.1 human
Q5JYW1	uc057cmq.1 human
Q5JYW6	uc057cmy.1 human
Q5JYX0	uc057ddn.1 human
Q5JZ02	uc002xsj.6 human
Q5JZ07	uc064zqn.1 human
Q5JZ08	uc064zqq.1 human
Q5JZ40	uc065bbe.1 human
Q5JZ48	uc003nno.5 human
Q5JZB7	uc033ega.2 human
Q5JZB8	uc064zou.1 human
Q5JZG9	uc061xkg.1 human
Q5JZH0	uc061xkk.1 human
Q5JZH3	uc061xjh.1 human
Q5JZH4	uc010zxd.2 human
Q5JZY3	uc001cbw.5 human
Q5K130	uc001tcb.1 human
Q5K131	uc001tcf.3 human
Q5K4E3	uc002ebd.5 human
Q5K4L6	uc001fcz.3 human
Q5K651	uc003umf.4 human
Q5K684	uc002ljg.4 human
Q5KS07	uc062ajx.1 human
Q5KSL6	uc033edr.2 human
Q5KU26	uc002kkm.4 human
Q5LJA5	uc057obj.1 human
Q5LJA9	uc057obi.1 human
Q5LJB0	uc057obm.1 human
Q5LJB1	uc057obo.1 human
Q5M775	uc002gwq.4 human
Q5M7Z0	uc002iya.4 human
Q5M8T2	uc003qhe.4 human
Q5M9N0	uc003hkb.5 human
Q5M9Q1	uc003nkt.5 human
Q5MAI5	uc002rrm.3 human
Q5MCW4	uc002ogh.4 human
Q5MIZ7	uc032nnw.2 human
Q5MJ07	uc004drc.2 human
Q5MJ08	uc004fbv.4 human
Q5MJ09	uc004fbw.4 human
Q5MJ10	uc033exw.1 human
Q5MJ33	uc064hqi.1 human
Q5MJ34	uc064hqb.1 human
Q5MJ35	uc064hqc.1 human
Q5MJ68	uc010rnz.3 human
Q5MJ70	uc002rmj.4 human
Q5MJQ4	uc064hme.1 human
Q5MNV8	uc002hrc.2 human
Q5MNZ6	uc002kfq.3 human
Q5MNZ9	uc010dey.4 human
Q5MY95	uc004cmw.3 human
Q5NDL2	uc003dnk.5 human
Q5NUL3	uc010qnt.2 human
Q5PRF9	uc002olb.4 human
Q5PSV4	uc001wtl.4 human
Q5PT55	uc011lfs.3 human
Q5PY61	uc058uyj.1 human
Q5QGS0	uc004eby.4 human
Q5QGT7	uc003fro.1 human
Q5QGZ9	uc001qwq.3 human
Q5QHG3	uc003cdi.3 human
Q5QJ38	uc001ezo.1 human
Q5QJ74	uc001pxo.4 human
Q5QJE6	uc001dqf.4 human
Q5QJU3	uc003zny.2 human
Q5QNS2	uc003oca.3 human
Q5QNW6	uc001esr.5 human
Q5QNY5	uc057mjy.1 human
Q5QNY8	uc057jje.1 human
Q5QNZ2	uc057jiy.1 human
Q5QP01	uc057jvj.1 human
Q5QP02	uc057jvg.1 human
Q5QP12	uc057jxp.1 human
Q5QP22	uc061wqo.1 human
Q5QP23	uc061wqm.1 human
Q5QP40	uc057kpz.1 human
Q5QP56	uc061wcr.1 human
Q5QP59	uc061wcs.1 human
Q5QP64	uc061wda.1 human
Q5QP82	uc004aao.5 human
Q5QPA5	uc063oua.1 human
Q5QPB1	uc064tsp.1 human
Q5QPC2	uc061xfc.1 human
Q5QPC7	uc063qxj.1 human
Q5QPC8	uc063qxk.1 human
Q5QPD0	uc063qxf.1 human
Q5QPD1	uc061xwh.1 human
Q5QPD2	uc061xwg.1 human
Q5QPD4	uc061xwe.1 human
Q5QPE1	uc061vqt.1 human
Q5QPE2	uc061vqp.1 human
Q5QPE4	uc061voq.1 human
Q5QPE5	uc061vop.1 human
Q5QPE7	uc061vpa.1 human
Q5QPE8	uc010gcp.5 human
Q5QPI7	uc061vwx.1 human
Q5QPI9	uc061vwy.1 human
Q5QPJ3	uc061vxc.1 human
Q5QPJ4	uc061vxa.1 human
Q5QPJ6	uc061vwv.1 human
Q5QPJ7	uc061vxb.1 human
Q5QPJ9	uc061xsx.1 human
Q5QPK2	uc061xsu.1 human
Q5QPL9	uc061wib.1 human
Q5QPM0	uc061whz.1 human
Q5QPM1	uc061whx.1 human
Q5QPM2	uc061why.1 human
Q5QPM3	uc061uxi.1 human
